Time,LDR_AC,Sound,Accel_X,Accel_Y,Accel_Z
21:03:57,2.0,41.2,-0.021,0.003,1.007
21:03:58,2.0,41.2,-0.021,0.005,1.007
21:03:59,2.0,41.2,-0.02,0.007,1.007
21:04:00,2.0,41.2,-0.019,0.009,1.007
21:04:01,2.0,41.2,-0.018,0.011,1.007
21:04:02,2.0,41.2,-0.017,0.013,1.007
21:04:03,2.0,41.2,-0.016,0.015,1.007
21:04:04,2.0,41.2,-0.015,0.016,1.007
21:04:05,2.0,41.2,-0.013,0.018,1.007
21:04:06,2.0,41.2,-0.011,0.019,1.007
21:04:07,2.0,41.2,-0.009,0.02,1.007
21:04:08,2.0,41.2,-0.007,0.021,1.007
21:04:09,2.0,41.2,-0.005,0.022,1.007
21:04:10,2.0,41.2,-0.003,0.022,1.007
21:04:11,2.0,41.2,-0.001,0.022,1.007
21:04:12,2.0,41.2,0.002,0.022,1.007
21:04:13,2.0,41.3,0.004,0.022,1.008
21:04:14,2.0,41.3,0.006,0.022,1.008
21:04:15,2.0,41.3,0.008,0.021,1.008
21:04:16,2.0,41.3,0.01,0.02,1.008
21:04:17,2.0,41.3,0.012,0.019,1.008
21:04:18,2.0,41.3,0.014,0.018,1.008
21:04:19,2.0,41.3,0.016,0.017,1.008
21:04:20,2.0,41.3,0.018,0.015,1.008
21:04:21,2.0,41.3,0.019,0.013,1.008
21:04:22,2.0,41.3,0.02,0.011,1.008
21:04:23,2.0,41.3,0.022,0.009,1.008
21:04:24,2.0,41.3,0.022,0.007,1.008
21:04:25,2.0,41.3,0.023,0.005,1.008
21:04:26,2.0,41.3,0.024,0.002,1.008
21:04:27,2.0,41.3,0.024,0.0,1.008
21:04:28,2.0,41.3,0.024,-0.002,1.008
21:04:29,2.0,41.3,0.023,-0.005,1.008
21:04:30,2.0,41.3,0.023,-0.007,1.008
21:04:31,2.0,41.3,0.022,-0.009,1.008
21:04:32,2.0,41.3,0.021,-0.012,1.008
21:04:33,2.0,41.3,0.02,-0.014,1.008
21:04:34,2.0,41.4,0.019,-0.016,1.008
21:04:35,2.0,41.4,0.017,-0.017,1.008
21:04:36,2.0,41.4,0.015,-0.019,1.008
21:04:37,2.0,41.4,0.013,-0.021,1.008
21:04:38,2.0,41.4,0.011,-0.022,1.008
21:04:39,2.0,41.4,0.009,-0.023,1.008
21:04:40,2.0,41.4,0.007,-0.024,1.008
21:04:41,2.0,41.4,0.004,-0.025,1.008
21:04:42,2.0,41.4,0.002,-0.025,1.008
21:04:43,2.0,41.4,-0.001,-0.025,1.008
21:04:44,2.0,41.4,-0.003,-0.025,1.008
21:04:45,2.0,41.4,-0.006,-0.025,1.008
21:04:46,2.0,41.4,-0.008,-0.024,1.008
21:04:47,2.0,41.4,-0.011,-0.023,1.008
21:04:48,2.0,41.4,-0.013,-0.022,1.009
21:04:49,2.0,41.4,-0.015,-0.021,1.009
21:04:50,2.0,41.4,-0.017,-0.019,1.009
21:04:51,2.0,41.4,-0.019,-0.018,1.009
21:04:52,2.0,41.4,-0.021,-0.016,1.009
21:04:53,2.0,41.4,-0.022,-0.013,1.009
21:04:54,2.0,41.4,-0.024,-0.011,1.009
21:04:55,2.0,41.5,-0.025,-0.009,1.009
21:04:56,2.0,41.5,-0.025,-0.006,1.009
21:04:57,2.0,41.5,-0.026,-0.004,1.009
21:04:58,2.0,41.5,-0.026,-0.001,1.009
21:04:59,2.0,41.5,-0.026,0.001,1.009
21:05:00,2.0,41.5,-0.026,0.004,1.009
21:05:01,2.0,41.5,-0.026,0.007,1.009
21:05:02,2.0,41.5,-0.025,0.009,1.009
21:05:03,2.0,41.5,-0.024,0.012,1.009
21:05:04,2.0,41.5,-0.023,0.014,1.009
21:05:05,2.0,41.5,-0.021,0.016,1.009
21:05:06,2.0,41.5,-0.02,0.019,1.009
21:05:07,2.0,41.5,-0.018,0.021,1.009
21:05:08,2.0,41.5,-0.016,0.022,1.009
21:05:09,2.0,41.5,-0.014,0.024,1.009
21:05:10,2.0,41.5,-0.011,0.025,1.009
21:05:11,2.0,41.5,-0.009,0.026,1.009
21:05:12,2.0,41.5,-0.006,0.027,1.009
21:05:13,2.0,41.5,-0.003,0.028,1.009
21:05:14,2.0,41.5,-0.0,0.028,1.009
21:05:15,2.0,41.5,0.002,0.028,1.009
21:05:16,2.0,41.6,0.005,0.027,1.009
21:05:17,2.0,41.6,0.008,0.027,1.009
21:05:18,2.0,41.6,0.011,0.026,1.009
21:05:19,2.0,41.6,0.013,0.025,1.009
21:05:20,2.0,41.6,0.016,0.024,1.009
21:05:21,2.0,41.6,0.018,0.022,1.009
21:05:22,2.0,41.6,0.02,0.02,1.009
21:05:23,2.0,41.6,0.022,0.018,1.01
21:05:24,2.0,41.6,0.024,0.016,1.01
21:05:25,2.0,41.6,0.025,0.013,1.01
21:05:26,2.0,41.6,0.027,0.011,1.01
21:05:27,2.0,41.6,0.028,0.008,1.01
21:05:28,2.0,41.6,0.028,0.005,1.01
21:05:29,2.0,41.6,0.029,0.003,1.01
21:05:30,2.0,41.6,0.029,-0.0,1.01
21:05:31,2.0,41.6,0.029,-0.003,1.01
21:05:32,2.0,41.6,0.029,-0.006,1.01
21:05:33,2.0,41.6,0.028,-0.009,1.01
21:05:34,2.0,41.6,0.027,-0.012,1.01
21:05:35,2.0,41.6,0.026,-0.015,1.01
21:05:36,2.0,41.6,0.024,-0.017,1.01
21:05:37,2.0,41.7,0.023,-0.019,1.01
21:05:38,2.0,41.7,0.021,-0.022,1.01
21:05:39,2.0,41.7,0.018,-0.024,1.01
21:05:40,2.0,41.7,0.016,-0.025,1.01
21:05:41,2.0,41.7,0.013,-0.027,1.01
21:05:42,2.0,41.7,0.011,-0.028,1.01
21:05:43,2.0,41.7,0.008,-0.029,1.01
21:05:44,2.0,41.7,0.005,-0.03,1.01
21:05:45,2.0,41.7,0.002,-0.03,1.01
21:05:46,2.0,41.7,-0.001,-0.03,1.01
21:05:47,2.0,41.7,-0.004,-0.03,1.01
21:05:48,2.0,41.7,-0.007,-0.03,1.01
21:05:49,2.0,41.7,-0.01,-0.029,1.01
21:05:50,2.0,41.7,-0.013,-0.028,1.01
21:05:51,2.0,41.7,-0.016,-0.027,1.01
21:05:52,2.0,41.7,-0.019,-0.025,1.01
21:05:53,2.0,41.7,-0.021,-0.023,1.01
21:05:54,2.0,41.7,-0.023,-0.021,1.01
21:05:55,2.0,41.7,-0.025,-0.018,1.01
21:05:56,2.0,41.7,-0.027,-0.016,1.01
21:05:57,2.0,41.7,-0.029,-0.013,1.01
21:05:58,2.0,41.8,-0.03,-0.01,1.011
21:05:59,2.0,41.8,-0.031,-0.007,1.011
21:06:00,2.0,41.8,-0.031,-0.004,1.011
21:06:01,2.0,41.8,-0.032,-0.001,1.011
21:06:02,2.0,41.8,-0.032,0.002,1.011
21:06:03,2.0,41.8,-0.031,0.005,1.011
21:06:04,2.0,41.8,-0.031,0.009,1.011
21:06:05,2.0,41.8,-0.03,0.012,1.011
21:06:06,2.0,41.8,-0.029,0.015,1.011
21:06:07,2.0,41.8,-0.027,0.017,1.011
21:06:08,2.0,41.8,-0.025,0.02,1.011
21:06:09,2.0,41.8,-0.023,0.023,1.011
21:06:10,2.0,41.8,-0.021,0.025,1.011
21:06:11,2.0,41.8,-0.018,0.027,1.011
21:06:12,2.0,41.8,-0.016,0.029,1.011
21:06:13,2.0,41.8,-0.013,0.03,1.011
21:06:14,2.0,41.8,-0.01,0.031,1.011
21:06:15,2.0,41.8,-0.007,0.032,1.011
21:06:16,2.0,41.8,-0.003,0.033,1.011
21:06:17,2.0,41.8,0.0,0.033,1.011
21:06:18,2.0,41.8,0.003,0.033,1.011
21:06:19,2.0,41.8,0.007,0.033,1.011
21:06:20,2.0,41.9,0.01,0.032,1.011
21:06:21,2.0,41.9,0.013,0.031,1.011
21:06:22,2.0,41.9,0.016,0.029,1.011
21:06:23,2.0,41.9,0.019,0.028,1.011
21:06:24,2.0,41.9,0.022,0.026,1.011
21:06:25,2.0,41.9,0.024,0.024,1.011
21:06:26,2.0,41.9,0.027,0.021,1.011
21:06:27,2.0,41.9,0.029,0.018,1.011
21:06:28,2.0,41.9,0.03,0.015,1.011
21:06:29,2.0,41.9,0.032,0.012,1.011
21:06:30,2.0,41.9,0.033,0.009,1.011
21:06:31,2.0,41.9,0.034,0.006,1.011
21:06:32,2.0,41.9,0.034,0.002,1.011
21:06:33,2.0,41.9,0.034,-0.001,1.011
21:06:34,2.0,41.9,0.034,-0.004,1.012
21:06:35,2.0,41.9,0.034,-0.008,1.012
21:06:36,2.0,41.9,0.033,-0.011,1.012
21:06:37,2.0,41.9,0.032,-0.015,1.012
21:06:38,2.0,41.9,0.03,-0.018,1.012
21:06:39,2.0,41.9,0.028,-0.021,1.012
21:06:40,2.0,41.9,0.026,-0.023,1.012
21:06:41,2.0,42.0,0.024,-0.026,1.012
21:06:42,2.0,42.0,0.021,-0.028,1.012
21:06:43,2.0,42.0,0.018,-0.03,1.012
21:06:44,2.0,42.0,0.015,-0.032,1.012
21:06:45,2.0,42.0,0.012,-0.033,1.012
21:06:46,2.0,42.0,0.008,-0.035,1.012
21:06:47,2.0,42.0,0.005,-0.035,1.012
21:06:48,2.0,42.0,0.001,-0.036,1.012
21:06:49,2.0,42.0,-0.002,-0.036,1.012
21:06:50,2.0,42.0,-0.006,-0.035,1.012
21:06:51,2.0,42.0,-0.009,-0.035,1.012
21:06:52,2.0,42.0,-0.013,-0.034,1.012
21:06:53,2.0,42.0,-0.016,-0.032,1.012
21:06:54,2.0,42.0,-0.019,-0.031,1.012
21:06:55,2.0,42.0,-0.022,-0.029,1.012
21:06:56,2.0,42.0,-0.025,-0.026,1.012
21:06:57,2.0,42.0,-0.028,-0.024,1.012
21:06:58,2.0,42.0,-0.03,-0.021,1.012
21:06:59,2.0,42.0,-0.032,-0.018,1.012
21:07:00,2.0,42.0,-0.034,-0.015,1.012
21:07:01,2.0,42.0,-0.035,-0.011,1.012
21:07:02,2.0,42.0,-0.036,-0.008,1.012
21:07:03,2.0,42.1,-0.037,-0.004,1.012
21:07:04,2.0,42.1,-0.037,-0.0,1.012
21:07:05,2.0,42.1,-0.037,0.003,1.012
21:07:06,2.0,42.1,-0.037,0.007,1.012
21:07:07,2.0,42.1,-0.036,0.011,1.012
21:07:08,2.0,42.1,-0.035,0.014,1.012
21:07:09,2.0,42.1,-0.033,0.018,1.012
21:07:10,2.0,42.1,-0.031,0.021,1.013
21:07:11,2.0,42.1,-0.029,0.024,1.013
21:07:12,2.0,42.1,-0.027,0.027,1.013
21:07:13,2.0,42.1,-0.024,0.029,1.013
21:07:14,2.0,42.1,-0.021,0.032,1.013
21:07:15,2.0,42.1,-0.018,0.034,1.013
21:07:16,2.0,42.1,-0.014,0.035,1.013
21:07:17,2.0,42.1,-0.011,0.037,1.013
21:07:18,2.0,42.1,-0.007,0.038,1.013
21:07:19,2.0,42.1,-0.003,0.038,1.013
21:07:20,2.0,42.1,0.001,0.038,1.013
21:07:21,2.0,42.1,0.005,0.038,1.013
21:07:22,2.0,42.1,0.008,0.038,1.013
21:07:23,2.0,42.1,0.012,0.037,1.013
21:07:24,2.0,42.1,0.016,0.035,1.013
21:07:25,2.0,42.2,0.019,0.034,1.013
21:07:26,2.0,42.2,0.022,0.032,1.013
21:07:27,2.0,42.2,0.026,0.029,1.013
21:07:28,2.0,42.2,0.028,0.027,1.013
21:07:29,2.0,42.2,0.031,0.024,1.013
21:07:30,2.0,42.2,0.033,0.021,1.013
21:07:31,2.0,42.2,0.035,0.017,1.013
21:07:32,2.0,42.2,0.037,0.014,1.013
21:07:33,2.0,42.2,0.038,0.01,1.013
21:07:34,2.0,42.2,0.039,0.006,1.013
21:07:35,2.0,42.2,0.039,0.002,1.013
21:07:36,2.0,42.2,0.04,-0.002,1.013
21:07:37,2.0,42.2,0.039,-0.006,1.013
21:07:38,2.0,42.2,0.039,-0.01,1.013
21:07:39,2.0,42.2,0.037,-0.014,1.013
21:07:40,2.0,42.2,0.036,-0.017,1.013
21:07:41,2.0,42.2,0.034,-0.021,1.013
21:07:42,2.0,42.2,0.032,-0.024,1.013
21:07:43,2.0,42.2,0.029,-0.027,1.013
21:07:44,2.0,42.2,0.027,-0.03,1.013
21:07:45,2.0,42.2,0.024,-0.033,1.013
21:07:46,2.0,42.2,0.02,-0.035,1.013
21:07:47,2.0,42.3,0.017,-0.037,1.014
21:07:48,2.0,42.3,0.013,-0.038,1.014
21:07:49,2.0,42.3,0.009,-0.04,1.014
21:07:50,2.0,42.3,0.005,-0.04,1.014
21:07:51,2.0,42.3,0.001,-0.041,1.014
21:07:52,2.0,42.3,-0.003,-0.041,1.014
21:07:53,2.0,42.3,-0.007,-0.04,1.014
21:07:54,2.0,42.3,-0.011,-0.04,1.014
21:07:55,2.0,42.3,-0.015,-0.038,1.014
21:07:56,2.0,42.3,-0.019,-0.037,1.014
21:07:57,2.0,42.3,-0.023,-0.035,1.014
21:07:58,2.0,42.3,-0.026,-0.032,1.014
21:07:59,2.0,42.3,-0.029,-0.03,1.014
21:08:00,2.0,42.3,-0.032,-0.027,1.014
21:08:01,2.0,42.3,-0.034,-0.023,1.014
21:08:02,2.0,42.3,-0.037,-0.02,1.014
21:08:03,2.0,42.3,-0.039,-0.016,1.014
21:08:04,2.0,42.3,-0.04,-0.012,1.014
21:08:05,2.0,42.3,-0.041,-0.008,1.014
21:08:06,2.0,42.3,-0.042,-0.004,1.014
21:08:07,2.0,42.3,-0.042,0.0,1.014
21:08:08,2.0,42.3,-0.042,0.004,1.014
21:08:09,2.0,42.3,-0.041,0.009,1.014
21:08:10,2.0,42.4,-0.04,0.013,1.014
21:08:11,2.0,42.4,-0.039,0.017,1.014
21:08:12,2.0,42.4,-0.037,0.021,1.014
21:08:13,2.0,42.4,-0.035,0.024,1.014
21:08:14,2.0,42.4,-0.032,0.028,1.014
21:08:15,2.0,42.4,-0.03,0.031,1.014
21:08:16,2.0,42.4,-0.026,0.034,1.014
21:08:17,2.0,42.4,-0.023,0.036,1.014
21:08:18,2.0,42.4,-0.019,0.038,1.014
21:08:19,2.0,42.4,-0.015,0.04,1.014
21:08:20,2.0,42.4,-0.011,0.042,1.014
21:08:21,2.0,42.4,-0.007,0.043,1.014
21:08:22,2.0,42.4,-0.003,0.043,1.014
21:08:23,2.0,42.4,0.001,0.043,1.014
21:08:24,2.0,42.4,0.006,0.043,1.014
21:08:25,2.0,42.4,0.01,0.042,1.015
21:08:26,2.0,42.4,0.014,0.041,1.015
21:08:27,2.0,42.4,0.018,0.04,1.015
21:08:28,2.0,42.4,0.022,0.038,1.015
21:08:29,2.0,42.4,0.026,0.035,1.015
21:08:30,2.0,42.4,0.029,0.033,1.015
21:08:31,2.0,42.4,0.033,0.03,1.015
21:08:32,2.0,42.4,0.035,0.026,1.015
21:08:33,2.0,42.5,0.038,0.023,1.015
21:08:34,2.0,42.5,0.04,0.019,1.015
21:08:35,2.0,42.5,0.042,0.015,1.015
